age,fnlwgt,capital-gain,capital-loss,hours-per-week,workclass,education,marital-status,occupation,sex,country,salary
29,114158,3325,0,10,4,9,4,4,0,39,0
22,164922,0,0,40,4,11,2,8,1,39,0
60,27886,0,0,40,6,15,2,4,1,39,1
30,285295,0,0,40,4,9,2,8,0,30,0
31,197886,15024,0,45,4,15,2,12,1,39,1
73,45784,0,0,11,2,15,4,10,0,39,0
21,102766,0,0,40,4,15,0,3,1,39,0
22,253310,0,0,7,4,9,4,4,0,39,0
23,292023,0,0,30,4,11,4,7,1,39,0
30,145692,0,1974,40,2,15,4,11,1,39,0
50,219420,0,0,64,6,10,0,12,1,39,0
26,57600,0,0,40,4,9,2,10,1,39,0
61,248595,0,0,40,2,3,2,8,1,26,0
42,307638,0,0,40,4,11,0,1,0,39,0
19,176634,0,0,40,7,11,4,1,0,39,0
20,157595,0,0,40,4,15,4,6,1,39,0
74,392886,0,0,14,6,11,6,5,0,39,0
35,156728,0,0,40,4,11,2,5,1,39,0
53,140359,0,0,35,2,13,4,7,0,39,0
27,192355,0,0,50,7,9,4,10,1,39,0
27,37302,0,0,50,6,1,2,4,1,39,0
47,108890,1831,0,38,7,11,0,1,0,39,0
37,343721,0,0,40,4,9,2,10,1,39,1
28,334368,4650,0,40,4,8,4,10,0,39,0
57,255109,0,0,45,4,11,4,4,0,39,0
24,97212,0,0,40,4,7,2,1,0,39,0
56,282023,0,0,40,4,11,2,1,1,39,0
49,120451,0,0,40,2,0,5,8,0,39,0
24,119704,0,0,40,4,11,2,1,0,39,0
69,76939,0,0,40,4,11,6,4,0,39,0
50,98975,15024,0,40,4,9,2,4,1,39,1
48,97863,0,0,45,4,9,2,10,1,22,1
52,89951,0,0,40,0,2,2,0,0,39,1
30,117944,0,0,25,6,11,2,10,1,39,0
50,281504,0,0,40,0,15,2,0,1,39,0
28,78870,8614,0,40,4,9,4,12,1,39,1
57,319733,0,0,40,4,9,2,7,1,31,1
33,206051,0,0,40,4,11,2,3,1,39,0
44,143368,0,0,55,4,15,4,8,1,39,0
46,380162,0,0,40,4,11,2,13,1,39,1
44,199551,0,0,40,7,1,5,13,1,39,0
41,293791,0,0,55,4,8,2,14,1,39,0
59,31137,0,0,70,6,11,2,5,1,39,0
17,104232,0,0,10,4,0,4,8,1,39,0
46,109227,0,0,70,4,15,0,4,0,39,0
38,331609,0,0,47,2,15,6,14,0,39,0
34,182218,0,0,40,4,8,0,10,0,39,0
36,172538,0,0,52,4,11,2,3,1,39,1
75,188612,0,0,40,4,11,6,1,0,39,0
31,213307,0,0,40,2,11,4,1,0,39,0
34,69251,0,0,40,4,11,2,14,1,39,1
30,27051,0,0,40,2,15,4,6,1,39,0
35,90273,0,0,40,4,5,2,7,1,0,1
41,29762,0,0,60,4,15,2,3,1,39,0
53,227392,0,0,60,7,15,2,11,1,39,0
32,188557,0,0,40,4,11,4,7,1,39,0
38,169469,0,0,80,4,11,0,12,1,39,0
49,133917,0,0,40,4,8,4,12,1,0,0
45,317360,0,0,50,4,9,0,10,0,39,0
45,319637,0,0,40,4,11,0,8,0,39,0
30,209317,0,0,50,4,11,4,7,1,6,0
31,185814,0,0,30,4,11,4,14,0,39,0
29,31778,0,0,25,5,11,5,10,1,39,0
28,166481,0,2179,40,4,5,2,6,1,33,0
45,195949,0,0,40,4,11,2,3,1,39,0
22,72310,0,0,65,4,1,4,14,1,39,0
45,231672,0,0,40,4,11,2,7,1,39,0
20,148409,1055,0,20,4,15,4,12,1,39,0
26,252406,0,0,40,4,11,5,1,0,39,0
36,218542,0,0,40,4,11,5,1,0,39,0
20,130840,0,0,20,4,11,4,3,1,39,0
32,141490,0,0,50,4,8,0,4,0,39,0
43,124436,0,0,40,4,15,2,10,0,39,1
50,228057,0,0,40,4,11,2,14,1,39,0
28,129460,0,2238,35,4,0,6,1,0,39,0
40,301007,0,0,60,5,9,2,10,1,39,0
23,117583,0,0,40,4,11,4,3,1,39,0
31,182539,0,0,45,4,15,4,1,0,39,0
20,105479,0,0,25,4,15,4,12,0,39,0
22,243923,0,0,80,4,11,2,14,1,39,0
43,198965,0,0,38,4,15,2,12,1,39,1
56,245215,0,0,50,4,10,2,10,1,39,0
57,140319,0,0,50,5,11,2,1,1,39,0
23,189468,0,0,30,4,8,2,7,0,39,0
43,102180,0,0,40,4,12,2,10,1,39,1
45,172274,0,3004,35,4,10,0,10,0,39,1
20,266015,0,0,44,4,15,4,12,1,39,0
38,179579,0,0,40,4,11,4,10,1,39,0
28,22422,0,0,40,4,11,4,4,1,39,0
43,220776,0,0,35,4,12,2,4,1,39,1
46,70754,0,0,40,4,9,2,10,1,39,1
44,109912,0,0,16,0,9,2,0,0,39,1
24,283092,0,0,35,4,1,4,3,1,23,0
26,365289,0,0,40,4,11,0,7,1,39,0
24,304602,0,0,40,4,11,4,6,1,39,0
47,83046,0,0,18,0,9,2,0,1,39,0
54,172281,0,0,40,4,12,0,13,1,39,1
37,126569,0,0,60,5,9,2,3,1,39,0
18,294253,0,0,27,4,11,4,8,0,39,0
40,31627,0,0,20,7,9,2,4,0,39,0
36,189670,0,0,50,4,11,2,7,0,39,0
27,363053,0,0,24,4,6,4,9,0,26,0
44,162506,0,0,35,2,12,2,10,1,39,0
47,67716,0,0,40,4,11,2,12,1,39,1
25,181691,0,0,60,5,11,2,12,1,0,0
24,29591,0,0,40,1,9,4,10,0,39,0
84,155057,0,0,20,6,9,2,5,1,39,0
23,193089,0,0,40,4,1,4,3,1,39,0
19,97261,0,0,40,4,11,4,5,1,39,0
45,80430,0,0,40,4,11,0,8,0,39,0
44,76196,0,0,50,4,9,2,4,1,39,0
40,119578,0,0,20,7,9,4,10,0,39,0
21,349041,0,0,40,4,11,4,6,1,39,0
62,200577,0,0,45,5,12,2,12,1,39,1
90,250832,0,0,40,4,0,2,4,1,39,0
26,281678,0,0,55,6,8,2,5,1,39,0
17,25051,0,0,16,4,0,4,8,1,39,0
25,122175,0,0,45,4,9,2,10,1,39,1
55,217802,0,0,25,4,15,2,1,1,39,0
28,185127,0,0,54,4,15,4,13,1,39,0
50,160151,0,0,60,5,15,2,12,1,39,1
49,159816,99999,0,20,4,9,2,10,0,39,1
58,172618,0,0,45,4,14,2,10,1,39,1
41,37869,0,1902,40,4,11,2,12,1,39,1
27,193122,0,0,40,4,11,2,7,1,39,0
55,349910,0,0,60,6,7,2,12,1,39,0
56,204254,0,0,45,4,0,0,8,0,39,0
36,257691,0,0,20,4,9,4,12,0,39,0
40,151038,0,0,40,7,9,0,3,1,39,0
28,80158,0,0,40,5,11,4,4,1,39,0
51,74660,0,0,40,4,0,2,3,1,39,1
53,295520,0,0,25,4,6,6,12,0,39,0
39,188503,0,0,60,4,9,2,4,0,39,1
40,193494,0,0,46,4,11,2,6,1,39,0
20,231231,0,0,30,4,15,4,12,1,39,0
25,182866,0,0,40,4,11,4,6,1,39,0
25,108301,0,0,20,4,11,5,8,0,39,0
20,388811,0,0,40,0,15,4,0,0,39,0
48,148738,0,0,40,7,15,0,8,1,39,0
28,53147,0,0,40,1,9,4,4,1,39,0
54,33863,0,0,40,1,11,2,1,1,39,1
27,253814,0,0,40,4,9,2,13,0,39,1
28,142264,0,0,50,4,6,4,7,1,6,0
32,199963,0,0,40,4,1,2,7,0,39,0
47,370119,15024,0,50,6,9,2,12,1,39,1
20,258298,0,0,20,4,15,4,6,1,39,0
40,240698,0,0,60,6,11,2,3,1,39,0
33,122116,0,0,45,4,11,2,12,1,39,0
34,193565,0,0,40,4,1,2,3,1,39,0
48,191277,0,0,50,5,8,2,4,1,39,1
54,175339,0,0,50,5,11,2,12,1,39,1
20,164775,0,0,40,4,4,4,6,1,13,0
39,176296,0,1887,40,4,11,2,14,1,39,1
22,440969,0,0,24,4,15,4,8,0,39,0
69,92472,3273,0,45,6,0,3,5,1,39,0
34,179641,0,0,45,4,9,4,10,0,39,0
49,82572,0,0,60,4,15,4,8,0,39,0
41,192779,0,0,40,4,5,2,8,1,0,0
28,187397,0,0,48,4,11,4,8,1,26,0
31,49923,0,0,40,4,11,2,14,1,39,0
28,335357,0,0,40,4,11,4,6,1,39,0
23,167424,0,0,35,4,15,4,8,0,39,0
22,138768,0,0,40,4,11,4,1,1,39,0
22,298227,0,0,35,4,11,4,6,1,39,0
40,111483,0,0,40,5,9,4,10,1,39,0
31,111363,0,0,40,4,9,4,4,1,39,0
34,191342,0,0,38,1,9,2,1,1,39,0
25,144301,0,0,42,4,15,4,12,1,39,0
34,101345,0,0,40,4,9,2,12,0,39,1
29,77009,0,2754,42,4,1,5,12,0,39,0
30,352542,0,0,40,2,9,0,10,0,39,0
29,250967,0,1887,48,4,8,2,7,1,39,1
30,108464,0,0,40,0,15,2,0,1,39,0
19,29250,0,0,10,4,15,4,10,1,39,0
18,183315,0,0,10,4,1,4,12,0,39,0
21,225890,0,0,30,4,15,4,8,0,39,0
28,268726,0,0,46,4,11,2,3,1,39,0
25,292058,0,0,30,4,11,4,8,1,39,0
45,120131,0,0,50,5,11,2,3,1,39,1
28,157391,0,0,40,4,9,4,12,0,39,0
22,283510,0,0,45,0,11,4,0,1,39,0
33,187560,0,0,36,4,8,2,12,1,39,0
25,503012,0,0,40,4,4,4,3,1,26,0
54,294991,0,0,40,4,0,2,6,1,39,0
48,192894,0,0,40,4,10,2,10,1,39,1
30,164190,0,0,42,4,9,4,4,1,39,0
52,149650,0,0,40,7,10,2,10,1,20,1
23,41721,0,0,55,4,8,2,3,1,39,1
28,299422,0,0,40,4,5,2,6,1,26,0
31,169122,0,0,50,4,15,2,10,1,39,0
39,184964,0,0,40,1,15,0,1,1,39,1
61,584259,0,0,2,0,12,2,0,1,39,1
44,128485,0,0,40,4,8,2,3,1,39,0
23,113700,0,0,50,0,9,4,0,1,39,0
43,174325,0,0,40,4,5,2,14,1,39,0
31,236599,0,0,45,4,9,2,4,1,39,1
20,85041,0,0,20,4,15,4,4,0,39,0
52,237868,0,0,5,6,15,4,1,1,39,0
24,203076,0,0,40,0,11,2,0,1,39,0
36,732569,0,0,40,4,6,0,1,0,39,0
34,96245,0,0,40,6,11,2,7,1,39,0
45,103406,0,1977,60,7,9,2,4,1,39,1
56,444089,0,0,40,4,1,0,12,0,39,0
43,186995,0,0,40,2,11,0,11,0,39,0
30,57651,0,2001,42,4,11,4,1,1,39,0
58,252419,0,0,50,4,1,2,14,1,39,0
56,212864,0,0,40,2,11,2,14,1,39,1
42,201495,0,0,40,4,9,2,4,1,39,0
33,427474,0,0,60,6,11,2,12,1,39,1
27,60374,0,1594,26,4,11,6,3,0,39,0
34,346034,0,0,40,4,9,4,8,1,8,0
49,113913,0,0,60,0,11,2,0,0,39,0
36,129263,0,0,40,4,11,6,8,0,39,0
27,202239,0,0,40,4,11,2,6,1,39,0
31,128567,0,0,40,4,11,2,3,1,39,0
36,109133,0,0,40,4,11,2,3,1,39,0
51,43354,0,0,40,4,1,2,3,1,39,1
71,118876,0,0,14,4,9,4,4,0,39,0
54,143865,0,0,35,4,11,0,12,0,39,0
23,205865,0,0,28,4,9,4,4,1,39,0
18,352640,0,0,40,4,11,4,1,0,39,0
54,185407,0,0,40,4,15,2,5,1,39,0
26,167350,0,0,40,4,2,4,6,1,39,0
19,475028,0,0,20,4,11,4,12,0,39,0
43,104660,0,0,45,4,9,5,10,1,39,0
37,50837,0,0,45,4,12,2,10,1,39,1
50,127315,15024,0,60,5,9,2,4,1,39,1
43,178780,0,0,49,4,15,2,4,1,39,1
48,350440,0,0,40,4,15,2,3,1,1,1
23,177265,0,0,45,2,11,4,8,0,39,0
67,157403,6418,0,10,0,14,2,0,1,39,1
44,889965,3137,0,30,4,11,2,6,0,39,0
41,197093,0,0,20,4,15,4,8,1,39,0
39,277886,0,0,30,4,9,2,12,0,39,0
37,269329,8614,0,45,4,8,0,10,0,39,1
23,176724,0,0,40,4,1,2,7,1,33,0
43,195385,0,0,40,1,11,2,4,1,39,0
45,123283,0,0,15,4,11,5,7,0,39,0
18,211177,0,0,20,0,2,4,0,1,39,0
57,190747,0,0,40,2,6,2,8,1,39,0
25,212304,0,0,40,4,11,4,7,1,39,0
20,163911,0,0,40,0,15,4,0,0,39,0
37,105803,3103,0,45,4,11,2,3,1,39,1
64,182866,0,0,40,2,11,6,8,0,39,0
48,125892,0,0,40,4,6,2,7,1,31,0
39,86143,0,0,40,4,4,2,8,1,30,0
38,58972,0,0,50,6,11,2,4,1,39,0
20,260199,0,0,10,4,11,4,1,0,39,0
35,160120,0,0,40,4,9,2,1,1,30,1
37,183345,0,0,45,4,8,4,3,1,39,0
57,123778,0,0,48,6,11,2,12,1,39,0
30,270889,0,0,40,4,15,2,1,1,39,1
37,190105,0,0,55,4,11,4,1,0,39,0
30,183000,0,0,45,2,12,2,10,1,39,0
30,176185,0,0,60,6,7,2,12,1,20,0
39,81487,0,625,40,4,15,0,4,0,39,0
34,196791,0,0,25,6,7,2,10,0,39,1
57,127728,15024,0,60,5,14,2,10,1,39,1
35,161141,0,0,40,4,11,2,7,1,39,0
33,50276,0,0,40,4,9,4,4,1,39,0
40,26358,0,0,40,1,7,4,1,0,39,0
33,249716,0,0,45,4,11,4,13,1,39,0
36,33887,0,0,40,4,15,0,10,1,39,0
53,103931,0,0,40,4,15,2,10,1,39,0
41,201435,0,0,40,2,11,2,14,1,39,0
24,257500,0,0,40,4,11,5,7,0,39,0
29,37933,0,0,40,4,2,3,8,0,39,0
81,114670,2062,0,5,4,6,6,9,0,39,0
31,334744,0,0,40,4,11,5,14,1,39,0
50,199995,0,0,40,2,9,0,11,1,39,1
32,124187,0,0,40,4,6,2,5,1,39,0
36,169926,0,0,40,4,11,0,12,0,39,0
46,100067,0,0,35,4,1,2,8,0,39,1
72,157913,0,0,17,4,9,2,11,1,39,0
29,228860,0,1887,50,4,15,2,4,1,39,1
31,196025,0,0,60,4,10,3,10,1,3,0
35,241469,2635,0,30,6,6,2,3,1,39,0
42,37869,0,1590,40,4,15,0,7,1,39,0
28,194472,0,0,40,4,15,2,1,0,39,0
22,112693,0,0,35,4,11,2,3,1,39,0
49,423222,0,0,50,4,12,2,12,1,39,1
30,100734,0,0,40,4,15,2,1,0,39,0
35,278632,0,0,40,6,11,2,3,1,39,0
30,356015,0,0,40,4,1,3,6,1,26,0
45,337825,0,0,45,4,11,2,3,1,39,0
76,178665,0,0,30,2,6,2,8,1,39,0
34,177304,0,0,40,0,0,0,0,1,4,0
20,159297,0,0,15,4,15,4,1,0,39,0
38,180220,0,0,60,6,11,2,3,1,39,0
41,97632,0,0,32,4,15,0,12,0,39,0
35,255191,0,0,45,4,9,2,10,1,39,1
38,59660,7298,0,40,4,9,2,12,1,39,1
40,34722,0,0,48,4,15,0,14,1,39,1
43,142030,0,0,40,0,11,0,0,0,39,0
46,129007,0,1977,40,4,9,2,12,1,39,1
58,229498,0,0,20,5,15,6,12,0,39,1
51,74160,0,0,60,6,12,0,10,1,39,1
46,149388,0,0,40,4,9,2,3,1,39,1
20,211968,0,0,20,4,8,4,8,0,39,0
37,75050,0,0,55,6,8,2,3,1,39,0
30,125762,0,0,30,4,15,2,1,1,39,0
51,120270,0,0,40,4,8,2,12,1,39,1
41,216461,0,0,40,4,15,0,1,0,39,0
45,358701,0,0,10,4,2,4,8,1,26,0
18,414721,0,1602,23,4,1,4,8,1,39,0
44,378251,0,0,38,4,11,2,1,0,39,0
55,298449,0,2415,50,5,9,2,4,1,39,1
45,158685,0,0,40,4,11,5,12,0,39,0
51,167651,0,0,40,0,11,2,0,1,39,0
26,120268,0,0,24,4,9,4,1,1,39,0
28,52636,0,0,40,7,12,2,4,1,39,0
41,214838,0,0,60,1,12,2,4,1,39,1
20,30796,0,0,10,7,15,4,1,0,39,0
63,346975,7688,0,36,4,9,2,10,0,39,1
51,263836,0,0,30,4,11,6,6,1,39,0
24,127647,0,0,35,4,15,5,1,0,39,0
36,138441,0,0,55,4,7,2,13,1,39,0
19,63363,0,0,30,4,15,4,12,0,39,0
40,436493,0,0,25,4,11,4,8,1,39,0
38,287658,0,0,40,2,12,0,10,1,23,0
41,100451,7688,0,38,4,11,2,3,1,39,1
42,66118,0,0,40,4,15,0,7,0,39,0
34,248584,0,0,55,4,11,4,3,1,39,0
23,343019,0,0,40,4,0,4,8,0,39,0
44,433705,0,0,52,2,11,2,11,1,39,1
42,208875,0,0,40,4,15,2,4,0,8,1
30,220148,0,1848,50,4,11,2,3,1,39,1
38,223433,0,0,40,4,11,4,7,1,39,0
34,287315,0,0,55,4,15,2,4,1,39,1
21,202373,0,0,40,4,8,4,3,1,39,0
27,491421,0,0,50,4,4,4,5,1,39,0
49,141944,0,1380,42,4,8,3,6,1,39,0
63,26904,0,0,98,6,11,2,5,1,39,0
27,119793,0,0,55,4,15,2,3,1,0,0
37,198841,0,0,40,6,1,2,14,1,39,0
29,190350,0,0,35,4,2,4,8,0,0,0
21,207103,0,0,40,4,11,4,6,1,39,0
19,92863,0,0,20,4,11,4,12,1,39,0
53,30244,15024,0,40,4,7,2,4,1,39,1
24,154373,0,0,25,0,11,2,0,0,39,0
47,140664,0,0,45,4,9,0,12,1,39,0
39,167482,0,0,50,5,7,2,4,1,39,1
29,140863,0,0,40,4,15,2,13,1,39,0
21,145964,0,0,40,4,2,4,5,1,39,0
23,502316,0,0,40,7,9,4,10,0,39,0
35,287548,0,0,55,4,15,2,12,1,39,1
23,27776,0,0,40,4,8,4,7,1,39,0
23,528616,0,0,40,4,4,2,8,1,26,0
27,288229,0,0,50,4,9,4,1,0,25,0
36,129591,0,0,40,4,11,4,8,1,39,0
28,131310,0,0,20,0,2,2,0,0,11,0
22,157332,0,0,35,4,11,4,8,0,39,0
53,197054,0,0,40,2,12,2,10,1,39,1
38,104094,0,0,40,4,15,2,12,1,39,0
32,198183,0,0,38,4,15,0,4,0,39,0
28,203710,0,0,40,4,9,4,7,1,39,0
23,142547,0,0,40,7,11,2,4,1,39,0
90,175491,9386,0,50,4,11,2,3,1,7,1
57,317847,0,2824,50,4,12,0,4,1,39,1
44,187720,0,0,41,4,11,2,3,1,39,0
30,164190,0,0,40,4,11,2,4,1,39,1
68,195881,2414,0,40,6,11,2,5,1,39,0
58,371064,0,0,20,4,11,2,5,1,39,0
47,106544,0,0,40,4,11,4,8,0,39,0
27,114158,0,0,35,4,8,4,1,0,39,0
31,260782,0,1579,45,4,15,2,14,1,8,0
18,346382,0,0,15,0,1,4,0,1,39,0
63,137940,15024,0,50,5,14,2,10,1,39,1
30,33124,0,0,14,4,11,5,5,0,39,0
59,93655,0,0,40,0,15,2,0,1,39,0
27,195562,0,0,20,4,11,4,3,1,39,0
43,180138,0,0,45,4,11,4,3,1,39,0
31,306459,0,0,35,4,3,5,6,1,16,0
56,242670,0,0,40,2,15,6,1,0,39,0
33,165235,0,0,35,4,9,4,8,0,37,0
38,195686,0,0,40,4,15,2,3,1,39,1
35,61518,0,0,35,4,11,2,4,1,39,0
40,225660,0,0,45,4,9,2,4,0,39,1
40,347934,0,0,35,4,11,4,8,0,39,0
67,244122,0,0,1,0,8,6,0,0,39,0
50,149770,0,0,40,4,12,4,10,0,39,0
31,248178,0,0,35,4,15,2,8,1,39,0
32,640383,0,0,40,0,9,0,0,0,39,0
35,98283,0,0,40,4,14,4,10,1,19,1
44,112262,5178,0,40,4,9,2,13,1,39,1
34,167999,0,0,33,2,11,0,1,0,39,0
22,200318,0,0,15,4,7,4,1,0,39,0
63,110610,0,0,50,5,0,2,5,1,39,0
19,175495,0,0,24,0,11,4,0,0,39,0
46,155654,0,0,40,4,11,2,8,0,39,0
50,343847,0,0,38,4,11,2,11,1,39,1
36,76417,0,0,52,4,11,2,3,1,39,0
21,121407,0,0,36,4,8,4,8,0,39,0
38,220783,0,0,20,4,11,0,8,0,39,0
35,112271,0,0,40,4,12,2,1,1,39,0
46,194698,0,0,60,4,9,4,10,1,39,0
27,466224,0,0,40,4,15,4,12,1,39,0
36,250238,0,0,40,4,3,4,8,0,8,0
36,48972,0,0,40,4,15,0,1,0,39,0
38,210866,0,0,44,4,11,2,4,1,39,1
18,168740,0,0,30,4,1,4,6,1,39,0
30,38848,0,0,40,4,11,2,14,1,39,0
27,132686,0,0,50,4,2,4,7,1,39,0
70,221603,0,0,34,4,15,6,12,0,39,0
58,192806,0,0,33,4,5,4,6,0,39,0
62,155094,0,0,45,4,8,2,4,0,39,1
22,180449,0,0,28,4,15,2,6,1,39,0
58,354024,0,0,40,4,11,2,1,0,39,1
58,106942,0,0,40,6,15,0,3,1,39,0
52,118025,99999,0,50,4,9,2,4,1,39,1
46,192963,0,2415,35,4,9,2,1,1,30,1
46,423222,3103,0,60,4,15,2,3,1,39,1
25,178037,0,0,35,4,15,4,1,1,39,0
21,203055,0,0,40,4,15,4,7,1,39,0
22,310152,0,0,40,4,15,4,14,1,39,0
44,191814,0,0,45,4,15,2,10,1,39,1
27,183627,0,1977,50,4,9,2,4,1,39,1
36,526968,0,0,40,4,0,0,4,0,39,0
23,184255,0,0,40,4,11,2,12,0,39,0
26,188343,0,0,40,0,11,4,0,0,39,0
19,129620,0,0,30,4,0,4,8,0,39,0
24,456367,0,0,40,4,11,2,3,1,39,0
19,343200,0,0,25,4,15,4,12,0,39,0
23,194723,0,0,40,4,9,4,1,0,39,0
59,171328,0,2339,40,2,11,5,11,0,39,0
51,195844,0,0,40,2,15,2,11,1,39,1
50,138022,0,0,40,4,15,2,10,1,39,0
40,125461,0,0,42,4,8,4,10,1,39,0
42,187702,0,2415,60,5,14,2,10,1,39,1
31,114691,0,0,40,4,11,4,12,1,39,0
38,245372,7688,0,45,4,9,2,10,1,39,1
46,155489,0,0,44,4,7,2,3,1,39,1
22,103277,0,0,20,4,7,4,1,0,39,0
35,347491,0,0,40,4,8,4,3,1,39,0
44,215304,0,0,45,4,9,2,10,1,39,1
21,372636,0,0,40,4,11,4,12,1,39,0
42,152568,0,0,40,4,11,6,12,0,39,0
43,184321,0,1887,40,4,0,2,7,1,39,1
24,38455,0,0,40,4,15,4,3,1,39,0
41,287037,0,0,40,6,11,2,10,1,39,0
34,467108,0,0,50,4,15,4,10,1,39,1
51,176969,0,0,48,4,11,2,7,1,39,0
54,38795,0,0,40,4,6,5,3,1,39,0
21,148211,3674,0,50,4,11,4,6,1,39,0
43,410867,0,0,50,1,10,4,10,0,39,1
50,266945,3137,0,40,4,11,2,7,0,8,0
24,258120,0,0,55,4,9,4,12,1,23,0
29,251694,0,0,50,4,9,4,5,1,39,0
33,316663,0,0,50,0,15,2,0,0,39,0
55,50164,0,0,60,4,10,2,4,1,39,1
47,102569,0,0,40,4,9,2,1,1,39,1
74,117017,0,0,16,7,15,5,12,1,39,0
51,64643,0,0,60,4,11,4,5,1,0,0
36,97136,0,0,40,7,9,4,10,0,39,0
29,263855,0,0,40,4,2,4,3,1,39,0
37,189878,0,0,60,2,15,2,11,1,39,0
24,488541,0,0,35,4,15,4,8,0,39,0
50,114758,4416,0,45,6,9,4,3,1,39,0
57,368797,0,0,40,5,11,2,4,1,39,0
40,33331,0,0,50,4,15,2,14,1,39,0
38,187999,0,0,45,4,9,2,13,1,39,1
32,298332,0,0,45,6,9,2,10,1,39,1
59,107833,0,1485,40,4,0,2,14,1,39,1
60,176839,0,0,45,6,14,2,12,1,39,1
52,199265,0,0,40,6,11,0,3,1,39,0
29,128516,0,0,40,6,7,6,12,0,39,1
40,45054,0,0,40,5,15,2,14,1,39,1
20,416103,0,0,40,4,15,4,6,1,39,0
54,161334,0,0,40,7,12,3,10,0,3,0
29,116751,0,0,56,2,8,0,11,1,39,0
37,34180,0,0,40,4,11,2,3,1,39,0
23,186634,0,0,40,7,2,4,4,1,39,0
45,98265,0,0,40,0,11,0,0,0,39,0
35,133935,0,0,40,1,9,2,3,1,39,1
25,71351,0,0,25,4,3,4,8,1,8,0
33,88913,0,0,40,1,15,4,1,0,39,0
32,180284,0,0,40,4,0,2,3,1,39,1
23,55890,0,0,40,2,9,4,10,0,39,0
22,239612,0,0,20,4,11,4,1,1,39,0
79,309272,0,0,40,5,11,2,4,1,39,1
43,174295,0,0,55,4,12,2,10,1,39,0
33,141841,0,0,36,4,11,4,8,1,39,0
33,156192,0,0,45,4,12,2,10,1,39,1
41,130126,0,0,80,4,14,2,10,1,39,1
19,321817,0,0,40,4,1,4,8,0,39,0
31,179013,0,0,40,4,11,5,3,1,39,0
58,196403,0,0,10,6,11,2,4,0,39,1
42,185129,0,0,43,2,10,2,4,1,0,1
42,193494,0,0,40,4,11,2,7,1,39,1
24,111445,0,0,38,4,11,4,12,1,39,0
33,213002,0,1408,36,4,9,4,10,1,39,0
40,192344,0,0,40,4,9,2,1,1,39,1
28,240172,0,0,40,6,12,4,10,1,39,0
22,42004,0,0,30,0,15,4,0,1,39,0
55,110490,0,0,60,2,9,2,10,0,39,0
25,180212,0,0,40,4,11,4,1,0,39,0
50,27484,0,0,50,4,11,2,4,1,39,1
44,225879,0,0,30,4,15,2,1,0,26,1
57,222247,0,0,40,4,2,2,14,1,39,1
62,35783,0,0,60,4,15,2,14,1,39,0
30,398662,0,0,40,4,11,4,7,1,39,0
60,21101,0,0,50,6,11,2,5,1,39,0
32,207937,0,0,40,4,15,4,3,1,39,0
49,123207,0,0,44,4,11,4,1,0,39,0
19,316797,0,0,45,4,5,2,6,1,26,0
55,145574,34095,0,60,6,11,0,4,1,39,0
46,103538,0,0,65,6,14,2,10,1,39,1
61,253101,0,0,20,5,15,6,12,0,39,0
20,307149,0,0,35,0,15,4,0,0,39,0
43,191712,0,1741,40,4,9,4,1,1,39,0
37,128715,0,0,60,4,9,2,4,1,39,1
39,336880,0,0,40,4,11,2,7,1,39,1
34,172928,0,0,65,4,11,2,12,1,39,0
53,77651,0,0,40,7,11,2,3,1,39,0
41,406603,0,0,6,4,11,4,8,1,20,0
26,194352,0,0,40,4,9,4,10,0,39,0
38,337130,0,0,40,4,3,3,3,1,26,0
31,66278,3908,0,40,4,15,2,10,0,39,0
33,169496,0,0,50,4,9,2,4,1,39,1
44,57233,0,0,50,6,11,2,5,1,39,0
26,121040,0,0,40,4,7,4,4,0,39,0
46,188861,0,0,40,4,15,2,14,1,39,0
33,117963,0,0,40,4,9,2,4,1,39,1
25,362826,0,0,45,4,11,4,6,1,39,0
20,227554,0,0,18,4,15,3,12,0,39,0
34,186269,0,0,40,4,11,0,1,1,39,0
62,116104,0,0,20,4,11,6,1,0,11,0
28,77760,0,0,40,4,11,4,8,1,39,0
45,168038,0,0,32,4,9,2,4,1,39,0
61,171429,0,0,36,4,1,0,8,0,39,0
27,177072,0,0,16,2,15,4,10,1,39,0
63,174826,0,0,40,4,11,0,8,0,39,0
52,273514,0,0,40,4,11,5,3,1,39,0
59,116442,0,0,50,4,15,2,7,1,39,0
31,102270,0,0,40,4,5,0,7,0,39,0
36,210452,0,0,45,4,9,0,10,1,39,0
25,217006,0,0,40,4,1,2,7,1,39,0
55,175071,15024,0,40,4,15,2,3,1,39,1
34,226296,0,0,40,2,9,2,11,1,39,1
39,225605,0,0,24,4,11,2,5,1,39,0
45,118291,0,0,80,4,15,4,3,0,39,0
20,161092,0,0,14,4,15,4,1,1,39,0
25,110978,0,0,37,4,7,2,1,0,19,1
58,193434,0,0,20,6,11,2,3,1,39,0
25,236267,0,0,40,4,11,2,6,1,39,0
36,52327,0,0,40,4,12,2,10,1,20,1
45,164427,0,0,40,2,9,0,10,0,39,0
48,180532,0,0,40,4,8,2,3,1,39,0
46,128047,0,0,42,4,15,5,12,1,39,0
27,69757,0,0,60,4,15,4,1,0,39,0
40,126701,0,0,40,4,9,3,4,1,39,1
43,225165,0,0,55,6,1,2,3,1,39,0
37,131827,0,0,40,4,11,4,3,1,39,0
24,222993,0,0,40,4,11,4,7,1,39,0
37,191754,0,0,50,4,9,2,1,1,39,1
